28/01/2022 16:23:09,1,1000,100,0.89243528371002556199,5.9471432525055905509e-05,0.90693034096958335954,0.050000000000000002776
28/01/2022 16:23:11,2,1000,100,0.90479286596348007521,5.3588271827876603139e-05,0.91929363640575911809,0.050000000000000002776
28/01/2022 16:23:13,3,1000,100,0.91913989606218293726,4.9026076720539275807e-07,0.92102746388857514859,0.050000000000000002776
28/01/2022 16:23:15,4,1000,100,0.92000046270114166358,1.3273728435839648922e-06,0.9236411802735666754,0.050000000000000002776
28/01/2022 16:23:17,5,1000,100,0.92339294198958044024,3.3804479107674091047e-07,0.92425325639763178387,0.050000000000000002776
28/01/2022 16:23:19,6,1000,100,0.92410255234139404568,1.2622395877869346786e-07,0.9246909950713890769,0.050000000000000002776
28/01/2022 16:23:21,7,1000,100,0.92468237149645493567,8.0213942478738681595e-09,0.92482159440120004223,0.050000000000000002776
28/01/2022 16:23:23,8,1000,100,0.92473452946129419683,1.2936030696485258976e-08,0.92495289842013383996,0.050000000000000002776
28/01/2022 16:23:25,9,1000,100,0.92486832729874790537,1.4915955992298354808e-08,0.92495289842013383996,0.050000000000000002776
28/01/2022 16:23:27,10,1000,100,0.92494497473564518675,7.0089193823155295391e-09,0.92504038298659307937,0.050000000000000002776
28/01/2022 16:23:29,11,1000,100,0.9249977004474890796,1.3784692162489968322e-08,0.92512799997772099392,0.050000000000000002776
28/01/2022 16:23:31,12,1000,100,0.92508888965888880218,1.2641586710015625858e-08,0.92517173069876013081,0.050000000000000002776
28/01/2022 16:23:33,13,1000,100,0.92514594727821919395,7.8079946843447113698e-09,0.9252591835075814064,0.050000000000000002776
28/01/2022 16:23:35,14,1000,100,0.9252433401323384432,9.8281207952723989483e-09,0.92538986217016061531,0.050000000000000002776
